month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2010-08,BUKIT TIMAH,5 ROOM,17,TOH YI DR,01 TO 03,127,Improved,1988,608000
2010-08,BUKIT TIMAH,5 ROOM,1,TOH YI DR,10 TO 12,122,Improved,1988,610000
2010-09,BUKIT TIMAH,3 ROOM,18,TOH YI DR,01 TO 03,64,Simplified,1989,325000
2010-09,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,07 TO 09,91,Improved,1974,468000
2010-09,BUKIT TIMAH,4 ROOM,14,TOH YI DR,13 TO 15,104,Model A,1988,535000
2010-09,BUKIT TIMAH,4 ROOM,12,TOH YI DR,10 TO 12,104,Model A,1989,498000
2010-09,BUKIT TIMAH,5 ROOM,4,TOH YI DR,01 TO 03,122,Improved,1988,570000
2010-09,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,01 TO 03,146,Maisonette,1988,705000
2010-10,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,76,Improved,1976,440000
2010-10,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,74,Improved,1974,390000
2010-10,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,530000
2010-10,BUKIT TIMAH,4 ROOM,14,TOH YI DR,13 TO 15,104,Model A,1988,570000
2010-10,BUKIT TIMAH,4 ROOM,1,TOH YI DR,01 TO 03,104,Model A,1988,480000
2010-10,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,150,Maisonette,1988,670000
2010-11,BUKIT TIMAH,4 ROOM,6,FARRER RD,04 TO 06,91,Improved,1974,540000
2010-11,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,521000
2010-11,BUKIT TIMAH,4 ROOM,17,TOH YI DR,13 TO 15,104,Model A,1988,540000
2010-11,BUKIT TIMAH,4 ROOM,1,TOH YI DR,13 TO 15,104,Model A,1988,520000
2010-11,BUKIT TIMAH,5 ROOM,17,TOH YI DR,13 TO 15,122,Improved,1988,648000
2010-12,BUKIT TIMAH,4 ROOM,6,FARRER RD,10 TO 12,91,Improved,1974,518000
2010-12,BUKIT TIMAH,4 ROOM,6,FARRER RD,01 TO 03,91,Improved,1974,473000
2010-12,BUKIT TIMAH,5 ROOM,16,TOH YI DR,04 TO 06,122,Improved,1988,610000
2010-12,BUKIT TIMAH,5 ROOM,5,TOH YI DR,13 TO 15,127,Improved,1989,670000
2010-12,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,13 TO 15,146,Maisonette,1988,730000
2011-01,BUKIT TIMAH,EXECUTIVE,15,TOH YI DR,01 TO 03,146,Maisonette,1988,738000
2011-02,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,390000
2011-02,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,16 TO 18,123,Standard,1974,773000
2011-03,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,65,Improved,1976,378000
2011-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,415000
2011-03,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,07 TO 09,73,Improved,1974,410000
2011-03,BUKIT TIMAH,4 ROOM,16,TOH YI DR,01 TO 03,104,Model A,1988,520000
2011-04,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,07 TO 09,65,Improved,1976,385000
2011-04,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,01 TO 03,91,Improved,1974,455000
2011-04,BUKIT TIMAH,4 ROOM,12,TOH YI DR,04 TO 06,104,Model A,1989,550000
2011-04,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,07 TO 09,146,Maisonette,1988,710000
2011-05,BUKIT TIMAH,4 ROOM,4,TOH YI DR,04 TO 06,104,Model A,1988,545000
2011-05,BUKIT TIMAH,4 ROOM,9,TOH YI DR,01 TO 03,104,Model A,1989,505888
2011-05,BUKIT TIMAH,4 ROOM,11,TOH YI DR,10 TO 12,104,Model A,1989,560000
2011-05,BUKIT TIMAH,5 ROOM,5,FARRER RD,16 TO 18,125,Standard,1974,720000
2011-05,BUKIT TIMAH,EXECUTIVE,2,TOH YI DR,04 TO 06,146,Maisonette,1988,749000
2011-06,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,04 TO 06,73,Improved,1974,455000
2011-06,BUKIT TIMAH,4 ROOM,14,TOH YI DR,04 TO 06,104,Model A,1988,535000
2011-06,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,22 TO 24,120,Standard,1974,830000
2011-07,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,565000
2011-07,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,545000
2011-07,BUKIT TIMAH,4 ROOM,5,TOH YI DR,04 TO 06,104,Model A,1989,536000
2011-09,BUKIT TIMAH,4 ROOM,9,TOH YI DR,01 TO 03,104,Model A,1989,500000
2011-09,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,154,Maisonette,1989,845000
2011-10,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,418000
2011-10,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,13 TO 15,65,Improved,1976,410000
2011-10,BUKIT TIMAH,4 ROOM,3,QUEEN'S RD,10 TO 12,91,Improved,1974,560000
2011-10,BUKIT TIMAH,5 ROOM,11,TOH YI DR,01 TO 03,122,Improved,1989,695000
2011-11,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,10 TO 12,65,Improved,1976,385000
2011-11,BUKIT TIMAH,5 ROOM,16,TOH YI DR,07 TO 09,122,Improved,1988,715000
2011-11,BUKIT TIMAH,EXECUTIVE,8,TOH YI DR,01 TO 03,146,Maisonette,1989,835000
2011-12,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,10 TO 12,123,Standard,1974,822000
2012-01,BUKIT TIMAH,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,427000
2012-01,BUKIT TIMAH,4 ROOM,4,TOH YI DR,10 TO 12,104,Model A,1988,605000
2012-01,BUKIT TIMAH,5 ROOM,16,TOH YI DR,01 TO 03,122,Improved,1988,658000
2012-02,BUKIT TIMAH,4 ROOM,16,TOH YI DR,07 TO 09,104,Model A,1988,588000
2012-02,BUKIT TIMAH,5 ROOM,9,TOH YI DR,04 TO 06,122,Improved,1989,718000
